#           x             T        mag(U)             p
       -4.445       348.432   7.65833e-13        100000
       -4.435       348.432   1.96053e-12        100000
       -4.425       348.432   9.16082e-13        100000
       -4.415       348.432   5.44106e-13        100000
       -4.405       348.432   1.82341e-13        100000
       -4.395       348.432   1.28222e-12        100000
       -4.385       348.432   3.99692e-13        100000
       -4.375       348.432   5.70363e-13        100000
       -4.365       348.432   1.23263e-12        100000
       -4.355       348.432   8.98577e-13        100000
       -4.345       348.432   1.54625e-13        100000
       -4.335       348.432   3.00498e-13        100000
       -4.325       348.432   1.54625e-13        100000
       -4.315       348.432   1.24721e-12        100000
       -4.305       348.432   2.94663e-13        100000
       -4.295       348.432   1.48936e-12        100000
       -4.285       348.432   1.07654e-12        100000
       -4.275       348.432   2.40982e-12        100000
       -4.265       348.432   1.33328e-12        100000
       -4.255       348.432   1.14364e-12        100000
       -4.245       348.432    3.4426e-13        100000
       -4.235       348.432   9.24835e-13        100000
       -4.225       348.432   1.08675e-12        100000
       -4.215       348.432   1.75048e-14        100000
       -4.205       348.432   2.54402e-12        100000
       -4.195       348.432   9.96312e-13        100000
       -4.185       348.432   7.83338e-13        100000
       -4.175       348.432   1.03278e-12        100000
       -4.165       348.432   3.93857e-13        100000
       -4.155       348.432   1.37704e-12        100000
       -4.145       348.432   8.75238e-15        100000
       -4.135       348.432   9.04412e-14        100000
       -4.125       348.432   1.22096e-12        100000
       -4.115       348.432   5.68905e-14        100000
       -4.105       348.432    2.8737e-13        100000
       -4.095       348.432   5.03262e-13        100000
       -4.085       348.432   2.61113e-13        100000
       -4.075       348.432   5.76198e-13        100000
       -4.065       348.432   1.32015e-12        100000
       -4.055       348.432   1.43101e-12        100000
       -4.045       348.432   2.56299e-12        100000
       -4.035       348.432   2.40836e-12        100000
       -4.025       348.432   3.24421e-12        100000
       -4.015       348.432   1.91239e-12        100000
       -4.005       348.432   2.58487e-12        100000
       -3.995       348.432   2.04076e-12        100000
       -3.985       348.432   2.73804e-12        100000
       -3.975       348.432   1.85988e-12        100000
       -3.965       348.432   1.89927e-12        100000
       -3.955       348.432    5.1639e-13        100000
       -3.945       348.432   5.41189e-13        100000
       -3.935       348.432   1.96928e-13        100000
       -3.925       348.432   1.77382e-12        100000
       -3.915       348.432   5.74739e-13        100000
       -3.905       348.432   1.17574e-12        100000
       -3.895       348.432   8.94201e-13        100000
       -3.885       348.432   7.29365e-14        100000
       -3.875       348.432   3.70517e-13        100000
       -3.865       348.432   1.34641e-12        100000
       -3.855       348.432   7.76044e-13        100000
       -3.845       348.432   1.17865e-12        100000
       -3.835       348.432   4.04068e-13        100000
       -3.825       348.432   1.89635e-13        100000
       -3.815       348.432   1.99846e-13        100000
       -3.805       348.432   2.18809e-14        100000
       -3.795       348.432   1.14656e-12        100000
       -3.785       348.432   1.05029e-12        100000
       -3.775       348.432   2.37627e-12        100000
       -3.765       348.432   5.65987e-13        100000
       -3.755       348.432   5.87868e-13        100000
       -3.745       348.432   8.76696e-13        100000
       -3.735       348.432   3.47178e-13        100000
       -3.725       348.432   1.32744e-13        100000
       -3.715       348.432   4.40536e-13        100000
       -3.705       348.432   3.64682e-13        100000
       -3.695       348.432   4.37619e-15        100000
       -3.685       348.432   2.90287e-13        100000
       -3.675       348.432   1.03278e-12        100000
       -3.665       348.432   2.24644e-13        100000
       -3.655       348.432   1.25742e-12        100000
       -3.645       348.432   9.04412e-14        100000
       -3.635       348.432   1.16698e-13        100000
       -3.625       348.432   1.59439e-12        100000
       -3.615       348.432   4.01151e-13        100000
       -3.605       348.432    1.6542e-12        100000
       -3.595       348.432   1.59147e-12        100000
       -3.585       348.432   3.05458e-12        100000
       -3.575       348.432   2.95539e-12        100000
       -3.565       348.432   1.80007e-12        100000
       -3.555       348.432     1.396e-12        100000
       -3.545       348.432   9.77349e-14        100000
       -3.535       348.432   1.54334e-12        100000
       -3.525       348.432   6.02455e-13        100000
       -3.515       348.432   2.81535e-13        100000
       -3.505       348.432   8.28558e-13        100000
       -3.495       348.432   1.63378e-13        100000
       -3.485       348.432   8.31476e-14        100000
       -3.475       348.432   1.98387e-13        100000
       -3.465       348.432   3.09251e-13        100000
       -3.455       348.432   9.80266e-13        100000
       -3.445       348.432   2.53819e-13        100000
       -3.435       348.432    7.1186e-13        100000
       -3.425       348.432   8.18347e-13        100000
       -3.415       348.432   3.22379e-13        100000
       -3.405       348.432   6.30171e-13        100000
       -3.395       348.432   4.17197e-13        100000
       -3.385       348.432   1.41205e-12        100000
       -3.375       348.432   5.29519e-13        100000
       -3.365       348.432   1.71547e-12        100000
       -3.355       348.432   6.22878e-13        100000
       -3.345       348.432   4.46371e-13        100000
       -3.335       348.432   2.90287e-13        100000
       -3.325       348.432   5.82033e-13        100000
       -3.315       348.432   7.93549e-13        100000
       -3.305       348.432   9.11706e-13        100000
       -3.295       348.432   1.61627e-12        100000
       -3.285       348.432   7.52704e-13        100000
       -3.275       348.432   2.97289e-12        100000
       -3.265       348.432   2.52214e-12        100000
       -3.255       348.432   1.93865e-12        100000
       -3.245       348.432   8.22723e-13        100000
       -3.235       348.432   1.27785e-12        100000
       -3.225       348.432   9.77349e-14        100000
       -3.215       348.432   4.77005e-13        100000
       -3.205       348.432   6.92897e-13        100000
       -3.195       348.432   5.10555e-13        100000
       -3.185       348.432   8.73779e-13        100000
       -3.175       348.432   6.03914e-13        100000
       -3.165       348.432   1.34203e-13        100000
       -3.155       348.432   3.50095e-14        100000
       -3.145       348.432    1.9722e-12        100000
       -3.135       348.432   6.12666e-13        100000
       -3.125       348.432   1.26909e-12        100000
       -3.115       348.432   7.27906e-13        100000
       -3.105       348.432   1.10134e-12        100000
       -3.095       348.432   1.27785e-12        100000
       -3.085       348.432   1.65858e-12        100000
       -3.075       348.432   5.83492e-15        100000
       -3.065       348.432   4.68252e-13        100000
       -3.055       348.432   9.27752e-13        100000
       -3.045       348.432   7.58539e-14        100000
       -3.035       348.432   7.41035e-13        100000
       -3.025       348.432   7.73127e-14        100000
       -3.015       348.432   1.09842e-12        100000
       -3.005       348.432   1.20491e-12        100000
       -2.995       348.432   5.12014e-13        100000
       -2.985       348.432   1.17865e-12        100000
       -2.975       348.432   1.63378e-12        100000
       -2.965       348.432   4.23032e-13        100000
       -2.955       348.432   3.82187e-13        100000
       -2.945       348.432   1.38433e-12        100000
       -2.935       348.432   2.02763e-13        100000
       -2.925       348.432   1.27055e-12        100000
       -2.915       348.432   8.19806e-13        100000
       -2.905       348.432   1.69942e-12        100000
       -2.895       348.432   1.45144e-12        100000
       -2.885       348.432   1.98679e-12        100000
       -2.875       348.432   2.14725e-12        100000
       -2.865       348.432   2.72199e-12        100000
       -2.855       348.432   1.88176e-12        100000
       -2.845       348.432   9.26293e-13        100000
       -2.835       348.432   1.74902e-12        100000
       -2.825       348.432   2.91746e-15        100000
       -2.815       348.432   9.61303e-13        100000
       -2.805       348.432   1.30994e-12        100000
       -2.795       348.432   3.03416e-13        100000
       -2.785       348.432   7.78962e-13        100000
       -2.775       348.432   1.42955e-13        100000
       -2.765       348.432   6.00997e-13        100000
       -2.755       348.432   2.04806e-12        100000
       -2.745       348.432   1.77236e-12        100000
       -2.735       348.432   6.94355e-13        100000
       -2.725       348.432   6.27254e-14        100000
       -2.715       348.432   3.66141e-13        100000
       -2.705       348.432   4.53665e-13        100000
       -2.695       348.432    1.1524e-12        100000
       -2.685       348.432   1.09988e-12        100000
       -2.675       348.432   1.51562e-12        100000
       -2.665       348.432   1.43539e-12        100000
       -2.655       348.432   7.65833e-13        100000
       -2.645       348.432   1.61335e-12        100000
       -2.635       348.432   1.79424e-12        100000
       -2.625       348.432   1.97804e-12        100000
       -2.615       348.432   6.59346e-13        100000
       -2.605       348.432   9.27752e-13        100000
       -2.595       348.432   1.86717e-12        100000
       -2.585       348.432   2.80368e-12        100000
       -2.575       348.432   9.20458e-13        100000
       -2.565       348.432   1.19324e-12        100000
       -2.555       348.432   2.52506e-12        100000
       -2.545       348.432   8.35852e-13        100000
       -2.535       348.432   4.02609e-13        100000
       -2.525       348.432   1.51854e-12        100000
       -2.515       348.432    8.6065e-13        100000
       -2.505       348.432   1.26909e-13        100000
       -2.495       348.432   6.69557e-13        100000
       -2.485       348.432   1.09113e-12        100000
       -2.475       348.432   9.04412e-13        100000
       -2.465       348.432    1.6965e-12        100000
       -2.455       348.432   2.26103e-13        100000
       -2.445       348.432   1.41059e-12        100000
       -2.435       348.432   1.52437e-12        100000
       -2.425       348.432   2.77013e-12        100000
       -2.415       348.432   1.83071e-12        100000
       -2.405       348.432   1.24284e-12        100000
       -2.395       348.432   3.95316e-13        100000
       -2.385       348.432   9.16082e-13        100000
       -2.375       348.432   8.02301e-13        100000
       -2.365       348.432   5.20766e-13        100000
       -2.355       348.432   5.30978e-13        100000
       -2.345       348.432   6.63722e-13        100000
       -2.335       348.432   5.49941e-13        100000
       -2.325       348.432   2.33397e-12        100000
       -2.315       348.432   2.10786e-12        100000
       -2.305       348.432    1.8132e-12        100000
       -2.295       348.432   1.63524e-12        100000
       -2.285       348.432   2.14433e-13        100000
       -2.275       348.432   8.50439e-13        100000
       -2.265       348.432   7.58539e-14        100000
       -2.255       348.432   1.15823e-12        100000
       -2.245       348.432    2.0714e-12        100000
       -2.235       348.432   1.76215e-12        100000
       -2.225       348.432   1.07508e-12        100000
       -2.215       348.432   1.64836e-12        100000
       -2.205       348.432   1.72422e-12        100000
       -2.195       348.432   7.76044e-13        100000
       -2.185       348.432   2.00867e-12        100000
       -2.175       348.432   1.59147e-12        100000
       -2.165       348.432   3.66141e-13        100000
       -2.155       348.432   2.69281e-12        100000
       -2.145       348.432   7.58539e-13        100000
       -2.135       348.432   1.42664e-12        100000
       -2.125       348.432   1.80882e-13        100000
       -2.115       348.432   1.19178e-12        100000
       -2.105       348.432   1.30265e-12        100000
       -2.095       348.432   3.28214e-13        100000
       -2.085       348.432   8.06677e-13        100000
       -2.075       348.432   6.06832e-13        100000
       -2.065       348.432   6.06832e-13        100000
       -2.055       348.432   2.38065e-12        100000
       -2.045       348.432   9.62762e-13        100000
       -2.035       348.432   2.76721e-12        100000
       -2.025       348.432   1.73151e-12        100000
       -2.015       348.432   3.91377e-12        100000
       -2.005       348.432    2.3894e-12        100000
       -1.995       348.432   2.66948e-12        100000
       -1.985       348.432   2.73366e-12        100000
       -1.975       348.432   2.06556e-12        100000
       -1.965       348.432   2.04368e-12        100000
       -1.955       348.432   5.12014e-13        100000
       -1.945       348.432   2.14287e-12        100000
       -1.935       348.432   2.65489e-13        100000
       -1.925       348.432   2.04368e-12        100000
       -1.915       348.432   5.80574e-13        100000
       -1.905       348.432   3.12168e-13        100000
       -1.895       348.432   1.70671e-13        100000
       -1.885       348.432   2.22602e-12        100000
       -1.875       348.432   1.87447e-12        100000
       -1.865       348.432   2.47546e-12        100000
       -1.855       348.432   2.47984e-14        100000
       -1.845       348.432   1.34932e-12        100000
       -1.835       348.432   1.45873e-12        100000
       -1.825       348.432   3.50095e-13        100000
       -1.815       348.432   2.82994e-13        100000
       -1.805       348.432   9.61303e-13        100000
       -1.795       348.432   6.34547e-13        100000
       -1.785       348.432   1.54042e-12        100000
       -1.775       348.432   8.37311e-13        100000
       -1.765       348.432   1.10572e-12        100000
       -1.755       348.432   1.29973e-12        100000
       -1.745       348.432   8.24182e-13        100000
       -1.735       348.432   1.07362e-12        100000
       -1.725       348.432   4.28866e-13        100000
       -1.715       348.432   8.48981e-13        100000
       -1.705       348.432   1.46165e-12        100000
       -1.695       348.432   3.92398e-13        100000
       -1.685       348.432   1.39746e-12        100000
       -1.675       348.432   8.89825e-14        100000
       -1.665       348.432   1.13927e-12        100000
       -1.655       348.432   2.72782e-13        100000
       -1.645       348.432   4.01151e-13        100000
       -1.635       348.432   7.13319e-13        100000
       -1.625       348.432   1.59585e-12        100000
       -1.615       348.432    3.7927e-14        100000
       -1.605       348.432   2.10641e-12        100000
       -1.595       348.432   2.42149e-13        100000
       -1.585       348.432   2.81827e-12        100000
       -1.575       348.432   5.84951e-12        100000
       -1.565       348.432   1.65653e-11        100000
       -1.555       348.432   3.89233e-11        100000
       -1.545       348.432    9.4956e-11        100000
       -1.535       348.432    2.3306e-10        100000
       -1.525       348.432   5.66187e-10        100000
       -1.515       348.432   1.36129e-09        100000
       -1.505       348.432   3.23944e-09        100000
       -1.495       348.432   7.63166e-09        100000
       -1.485       348.432    1.7792e-08        100000
       -1.475       348.432   4.10356e-08        100000
       -1.465       348.432   9.36049e-08        100000
       -1.455       348.432    2.1114e-07        100000
       -1.445       348.432   4.70863e-07        100000
       -1.435       348.432   1.03795e-06        100000
       -1.425       348.432   2.26112e-06        100000
       -1.415       348.432   4.86666e-06        100000
       -1.405       348.432   1.03465e-05        100000
       -1.395       348.432   2.17217e-05        100000
       -1.385       348.432   4.50209e-05        100000
       -1.375       348.432   9.20932e-05        100000
       -1.365       348.432   0.000185865       99999.9
       -1.355       348.432   0.000369981       99999.9
       -1.345       348.432   0.000726135       99999.7
       -1.335       348.431    0.00140457       99999.5
       -1.325       348.431    0.00267657         99999
       -1.315        348.43    0.00502255       99998.2
       -1.305       348.429     0.0092761       99996.6
       -1.295       348.426     0.0168525       99993.8
       -1.285       348.421     0.0300989       99988.9
       -1.275       348.413     0.0528111       99980.5
       -1.265       348.399      0.090957       99966.4
       -1.255       348.375      0.153629       99943.2
       -1.245       348.338       0.25418         99906
       -1.235        348.28      0.411368       99847.7
       -1.225       348.191      0.650068       99758.9
       -1.215       348.061       1.00063       99628.3
       -1.205       347.876       1.49474       99443.4
       -1.195       347.627       2.15434       99195.2
       -1.185       347.315       2.98412         98884
       -1.175        346.94       3.98183       98511.8
       -1.165       346.503       5.14576       98079.3
       -1.155       346.007       6.47035       97589.6
       -1.145       345.456       7.94546       97047.1
       -1.135       344.854       9.55813       96457.6
       -1.125       344.208        11.294         95827
       -1.115       343.522       13.1385       95161.2
       -1.105       342.802       15.0778       94466.1
       -1.095       342.053       17.0994       93746.5
       -1.085       341.279        19.192         93007
       -1.075       340.484       21.3461       92251.3
       -1.065        339.67       23.5533       91482.8
       -1.055       338.841       25.8065       90704.2
       -1.045       337.998       28.0998       89917.8
       -1.035       337.144       30.4282       89125.7
       -1.025       336.279       32.7872       88329.4
       -1.015       335.406       35.1734       87530.3
       -1.005       334.526       37.5836       86729.7
       -0.995       333.639       40.0152       85928.5
       -0.985       332.747       42.4658       85127.6
       -0.975        331.85       44.9337       84327.6
       -0.965       330.948        47.417       83529.3
       -0.955       330.043       49.9143       82733.2
       -0.945       329.134       52.4243       81939.6
       -0.935       328.223        54.946       81149.1
       -0.925       327.309       57.4783       80361.9
       -0.915       326.393       60.0203       79578.3
       -0.905       325.475       62.5714       78798.7
       -0.895       324.556       65.1307       78023.1
       -0.885       323.635       67.6978       77251.9
       -0.875       322.713       70.2719       76485.2
       -0.865        321.79       72.8526       75723.1
       -0.855       320.866       75.4396       74965.8
       -0.845       319.941       78.0322       74213.4
       -0.835       319.016       80.6302         73466
       -0.825        318.09       83.2332       72723.7
       -0.815       317.165       85.8409       71986.5
       -0.805       316.239        88.453       71254.5
       -0.795       315.313       91.0691       70527.8
       -0.785       314.387       93.6891       69806.5
       -0.775       313.461       96.3127       69090.5
       -0.765       312.535       98.9396       68379.9
       -0.755       311.609        101.57       67674.8
       -0.745       310.684       104.203       66975.2
       -0.735       309.759       106.838       66281.1
       -0.725       308.835       109.476       65592.5
       -0.715       307.911       112.117       64909.4
       -0.705       306.988        114.76       64231.9
       -0.695       306.066       117.405         63560
       -0.685       305.144       120.051       62893.6
       -0.675       304.223       122.699       62232.8
       -0.665       303.303       125.349       61577.6
       -0.655       302.384           128         60928
       -0.645       301.466       130.653       60283.9
       -0.635       300.548       133.306       59645.4
       -0.625       299.632       135.961       59012.5
       -0.615       298.717       138.616       58385.2
       -0.605       297.803       141.272       57763.4
       -0.595        296.89       143.928       57147.1
       -0.585       295.979       146.585       56536.4
       -0.575       295.069       149.242       55931.3
       -0.565        294.16       151.899       55331.7
       -0.555       293.252       154.556       54737.5
       -0.545       292.346       157.213       54148.9
       -0.535       291.441        159.87       53565.8
       -0.525       290.538       162.526       52988.1
       -0.515       289.637       165.182       52415.9
       -0.505       288.737       167.837       51849.2
       -0.495       287.838       170.491       51287.9
       -0.485       286.942       173.144         50732
       -0.475       286.047       175.796       50181.5
       -0.465       285.154       178.447       49636.4
       -0.455       284.263       181.096       49096.7
       -0.445       283.374       183.743       48562.3
       -0.435       282.487       186.389       48033.4
       -0.425       281.602       189.032       47509.7
       -0.415       280.719       191.673       46991.4
       -0.405       279.839       194.312       46478.5
       -0.395        278.96       196.948       45970.8
       -0.385       278.084       199.581       45468.5
       -0.375       277.211       202.211       44971.5
       -0.365        276.34       204.837       44479.8
       -0.355       275.472        207.46       43993.4
       -0.345       274.606       210.079       43512.4
       -0.335       273.743       212.693       43036.6
       -0.325       272.884       215.303       42566.2
       -0.315       272.027       217.907       42101.1
       -0.305       271.174       220.506       41641.3
       -0.295       270.324       223.099         41187
       -0.285       269.477       225.686         40738
       -0.275       268.634       228.266       40294.4
       -0.265       267.795       230.838       39856.3
       -0.255       266.961       233.402       39423.7
       -0.245        266.13       235.957       38996.7
       -0.235       265.304       238.502       38575.2
       -0.225       264.483       241.037       38159.5
       -0.215       263.668       243.561       37749.5
       -0.205       262.857       246.071       37345.3
       -0.195       262.053       248.569         36947
       -0.185       261.255       251.051       36554.9
       -0.175       260.464       253.517       36169.1
       -0.165        259.68       255.966       35789.3
       -0.155       258.903       258.395       35415.9
       -0.145       258.136       260.803       35049.5
       -0.135       257.378       263.188       34690.1
       -0.125       256.629       265.548       34337.6
       -0.115        255.89       267.878       33991.8
       -0.105       255.162       270.179       33653.9
       -0.095       254.449       272.447       33324.9
       -0.085       253.749       274.679       33003.8
       -0.075       253.061       276.868         32690
       -0.065       252.388       279.012       32385.1
       -0.055       251.737        281.11       32091.6
       -0.045       251.108       283.156         31809
       -0.035       250.494        285.14       31534.4
       -0.025       249.896       287.054       31268.8
       -0.015        249.33       288.899       31018.4
       -0.005       248.803       290.672       30784.7
        0.005       248.299       292.355       30561.6
        0.015        247.81       293.927       30345.9
        0.025        247.36       295.389       30148.9
        0.035       246.992       296.745         29981
        0.045       246.638        297.97       29833.4
        0.055       246.471       298.548       29681.2
        0.065       246.479       298.539       29681.8
        0.075       246.513       298.494       29692.7
        0.085       246.589       298.408       29718.8
        0.095       246.669       298.263         29745
        0.105       246.733       298.038       29766.1
        0.115       246.805       297.737       29791.4
        0.125       246.903       297.388       29828.6
        0.135       247.102       297.029       29906.9
        0.145       247.304       296.629         29982
        0.155       247.411       296.151       30025.3
        0.165       247.482       295.689       30056.1
        0.175       247.569       295.428       30101.9
        0.185       247.732       295.309       30166.2
        0.195       247.744       295.156       30170.7
        0.205       247.746       294.971       30169.2
        0.215       247.727       294.793       30159.6
        0.225       247.801       294.678         30192
        0.235       247.897       294.594       30226.2
        0.245       247.911       294.476       30230.4
        0.255       247.906       294.336       30225.9
        0.265       247.882       294.204       30214.9
        0.275       247.939       294.124       30239.1
        0.285       248.015       294.071       30265.2
        0.295       248.026       293.994       30267.4
        0.305       248.016       293.897       30259.7
        0.315       247.996       293.806       30249.6
        0.325       248.041       293.757         30267
        0.335       248.102       293.731       30286.6
        0.345       248.113       293.687       30288.1
        0.355       248.098       293.623       30277.8
        0.365       248.082       293.563       30269.3
        0.375       248.118        293.54       30281.8
        0.385       248.169       293.536         30297
        0.395       248.185       293.517       30298.1
        0.405        248.17       293.478       30285.1
        0.415       248.168       293.444         30278
        0.425       248.208       293.444       30287.7
        0.435       248.265        293.46       30302.4
        0.445        248.28       293.458       30301.8
        0.455       248.254       293.432       30285.3
        0.465       248.248       293.411       30279.9
        0.475       248.273       293.422       30289.3
        0.485       248.314       293.447         30303
        0.495       248.316       293.451       30300.9
        0.505       248.284       293.434       30284.2
        0.515       248.285       293.427       30280.1
        0.525       248.323        293.45       30288.9
        0.535       248.385       293.484       30302.3
        0.545       248.408       293.493       30298.7
        0.555        248.41        293.48       30283.8
        0.565       248.444       293.475       30279.3
        0.575       248.513       293.494       30287.8
        0.585       248.591       293.523       30301.8
        0.595       248.612       293.526       30297.8
        0.605       248.599       293.506       30282.3
        0.615        248.61       293.497       30278.5
        0.625       248.658       293.518         30290
        0.635       248.718       293.546       30302.6
        0.645       248.733       293.545       30296.6
        0.655        248.73       293.525       30281.3
        0.665       248.768       293.516         30279
        0.675       248.859       293.535       30292.5
        0.685       248.961        293.56       30303.6
        0.695        249.03       293.556       30297.3
        0.705       249.082       293.534         30281
        0.715        249.18       293.528       30278.9
        0.725       249.335       293.553       30294.4
        0.735       249.499       293.584         30306
        0.745       249.636       293.588       30299.5
        0.755       249.785        293.58       30283.9
        0.765       250.033       293.596         30282
        0.775       250.447       293.649       30297.5
        0.785       251.052        293.71       30308.6
        0.795       251.935       293.755       30303.6
        0.805       253.297       293.793       30290.4
        0.815       255.445       293.855       30288.7
        0.825       258.734        293.95       30304.5
        0.835       263.497       294.045       30311.5
        0.845        270.17       294.097       30306.2
        0.855       279.215       294.103       30291.8
        0.865       291.093       294.084         30290
        0.875       306.021       294.039       30301.6
        0.885       323.753       293.931       30306.4
        0.895       343.368       293.717       30294.3
        0.905       362.868       293.447       30282.5
        0.915       379.095       293.242       30283.5
        0.925       389.775       293.187       30306.6
        0.935       395.433       293.237       30312.7
        0.945       398.078       293.298       30309.2
        0.955       399.137       293.346       30296.1
        0.965       399.534       293.403       30297.5
        0.975       399.678       293.474       30310.6
        0.985       399.687        293.52       30313.9
        0.995       399.609       293.518       30307.1
        1.005       399.419       293.496       30298.3
        1.015       399.163       293.497       30298.5
        1.025       398.874       293.525       30309.3
        1.035       398.579       293.551       30313.8
        1.045       398.362       293.546       30309.5
        1.055       398.225       293.521       30299.8
        1.065       398.179       293.512       30299.9
        1.075       398.193       293.529       30310.5
        1.085       398.194       293.542       30314.1
        1.095       398.169       293.528       30309.8
        1.105       398.127       293.502       30301.9
        1.115       398.121       293.496       30303.1
        1.125       398.143        293.51       30310.9
        1.135       398.146       293.516       30313.1
        1.145       398.124       293.502         30309
        1.155       398.091       293.482       30303.2
        1.165        398.09       293.478       30305.3
        1.175       398.103       293.486       30310.9
        1.185       398.098       293.485       30312.2
        1.195       398.068       293.468       30307.9
        1.205       398.031       293.448       30303.5
        1.215       398.024       293.442       30305.6
        1.225       398.029       293.444       30310.3
        1.235       398.025       293.437       30310.6
        1.245       398.001       293.416         30305
        1.255       397.991       293.394       30302.3
        1.265       397.999       293.384       30303.8
        1.275       398.019       293.376       30307.6
        1.285       398.018       293.359       30306.4
        1.295       397.994       293.327       30299.7
        1.305       397.989       293.295       30298.5
        1.315       397.989       293.272       30299.2
        1.325        397.99        293.25       30300.6
        1.335       397.978       293.215       30298.4
        1.345       397.935       293.164       30290.3
        1.355       397.914       293.113       30287.6
        1.365       397.904       293.068       30286.6
        1.375       397.901       293.024       30286.9
        1.385       397.897       292.966       30285.4
        1.395       397.841       292.881       30271.3
        1.405        397.81       292.791       30264.1
        1.415       397.803       292.713       30261.9
        1.425       397.801       292.639       30261.4
        1.435       397.808       292.557       30262.6
        1.445       397.743       292.425       30243.9
        1.455       397.638       292.256       30219.5
        1.465       397.608       292.104       30212.7
        1.475        397.59       291.964       30208.8
        1.485       397.584       291.826       30208.5
        1.495       397.586        291.66       30208.7
        1.505        397.43       291.394       30166.8
        1.515       397.259       291.074       30127.6
        1.525       397.208       290.784       30115.3
        1.535       397.176         290.5       30108.1
        1.545       397.168        290.19         30107
        1.555       397.093       289.737       30083.5
        1.565       396.639       289.022       29970.2
        1.575       396.304       288.159       29894.9
        1.585       396.088       287.206       29844.8
        1.595       395.808       286.018       29780.5
        1.605       395.429       284.396       29692.2
        1.615       394.581       281.917       29480.1
        1.625       392.826       278.163       29069.1
        1.635       390.996       272.933       28655.5
        1.645       388.753       265.327       28140.9
        1.655       384.637       252.571       27179.9
        1.665       376.038       227.464       25164.2
        1.675       355.101       167.092       20567.1
        1.685       299.175       65.2578       12403.1
        1.695       282.276       11.2299       10438.1
        1.705       279.275        1.7554       10066.2
        1.715       278.824       0.25821       10009.8
        1.725       278.757     0.0378063       10001.4
        1.735       278.748    0.00553089       10000.2
        1.745       278.746   0.000808792         10000
        1.755       278.746   0.000118297         10000
        1.765       278.746   1.73022e-05         10000
        1.775       278.746   2.53036e-06         10000
        1.785       278.746   3.70042e-07         10000
        1.795       278.746    5.4113e-08         10000
        1.805       278.746   7.91166e-09         10000
        1.815       278.746   1.15675e-09         10000
        1.825       278.746   1.67476e-10         10000
        1.835       278.746   2.52083e-11         10000
        1.845       278.746   8.89826e-13         10000
        1.855       278.746   8.18348e-13         10000
        1.865       278.746   2.67677e-12         10000
        1.875       278.746   1.64399e-12         10000
        1.885       278.746    2.5732e-12         10000
        1.895       278.746   4.46372e-13         10000
        1.905       278.746   2.68553e-12         10000
        1.915       278.746   2.17351e-13         10000
        1.925       278.746   1.79424e-13         10000
        1.935       278.746   1.92261e-12         10000
        1.945       278.746   2.09474e-12         10000
        1.955       278.746   1.11885e-12         10000
        1.965       278.746   6.41842e-13         10000
        1.975       278.746    2.6403e-13         10000
        1.985       278.746   1.21658e-12         10000
        1.995       278.746   1.86572e-12         10000
        2.005       278.746    3.1071e-13         10000
        2.015       278.746   9.70057e-13         10000
        2.025       278.746   2.15892e-13         10000
        2.035       278.746   2.44192e-12         10000
